@relation train

@attribute Age numeric
@attribute Occupation {Scientist,Teacher,Engineer,Entrepreneur,Developer,Lawyer,Media_Manager,Doctor,Journalist,Manager,Accountant,Musician,Mechanic,Writer,Architect}
@attribute Annual_Income numeric
@attribute Monthly_Inhand_Salary numeric
@attribute Num_Credit_Card numeric
@attribute Num_of_Loan numeric
@attribute Num_of_Delayed_Payment numeric
@attribute Outstanding_Debt numeric
@attribute Credit_History_Age {'22 Years and 1 Months',NA,'26 Years and 8 Months','26 Years and 11 Months','27 Years and 0 Months','27 Years and 2 Months','17 Years and 10 Months','18 Years and 3 Months','18 Years and 4 Months','17 Years and 3 Months','17 Years and 4 Months','17 Years and 5 Months','17 Years and 7 Months','30 Years and 11 Months','31 Years and 0 Months','31 Years and 2 Months','32 Years and 2 Months','32 Years and 3 Months','32 Years and 5 Months','32 Years and 6 Months','30 Years and 7 Months','30 Years and 8 Months','30 Years and 9 Months','30 Years and 10 Months','14 Years and 8 Months','15 Years and 2 Months','21 Years and 5 Months','21 Years and 8 Months','21 Years and 9 Months','26 Years and 6 Months','26 Years and 7 Months','26 Years and 9 Months','19 Years and 3 Months','19 Years and 7 Months','19 Years and 8 Months','25 Years and 5 Months','25 Years and 7 Months','25 Years and 8 Months','25 Years and 9 Months','25 Years and 10 Months','26 Years and 10 Months','27 Years and 1 Months','27 Years and 3 Months','27 Years and 4 Months','27 Years and 5 Months','9 Years and 0 Months','9 Years and 2 Months','9 Years and 3 Months','9 Years and 4 Months','18 Years and 2 Months','18 Years and 6 Months','18 Years and 8 Months','16 Years and 10 Months','16 Years and 11 Months','29 Years and 4 Months','29 Years and 6 Months','29 Years and 8 Months','29 Years and 9 Months','6 Years and 5 Months','6 Years and 6 Months','6 Years and 7 Months','6 Years and 8 Months','7 Years and 0 Months','27 Years and 7 Months','27 Years and 8 Months','18 Years and 5 Months','18 Years and 9 Months','19 Years and 4 Months','19 Years and 5 Months','19 Years and 9 Months','10 Years and 2 Months','10 Years and 4 Months','32 Years and 10 Months','32 Years and 11 Months','33 Years and 4 Months','12 Years and 5 Months','12 Years and 8 Months','12 Years and 10 Months','13 Years and 8 Months','14 Years and 1 Months','19 Years and 6 Months','30 Years and 3 Months','30 Years and 4 Months','8 Years and 9 Months','8 Years and 10 Months','9 Years and 1 Months','18 Years and 7 Months','13 Years and 1 Months','13 Years and 2 Months','13 Years and 5 Months','13 Years and 7 Months','21 Years and 6 Months','26 Years and 0 Months','26 Years and 1 Months','26 Years and 2 Months','28 Years and 5 Months','7 Years and 11 Months','8 Years and 0 Months','8 Years and 2 Months','8 Years and 4 Months','24 Years and 3 Months','24 Years and 7 Months','24 Years and 8 Months','24 Years and 9 Months','17 Years and 1 Months','17 Years and 2 Months','17 Years and 6 Months','1 Years and 5 Months','1 Years and 6 Months','1 Years and 8 Months','11 Years and 0 Months','11 Years and 4 Months','11 Years and 5 Months','20 Years and 0 Months','21 Years and 0 Months','21 Years and 3 Months','0 Years and 5 Months','0 Years and 6 Months','0 Years and 9 Months','0 Years and 10 Months','31 Years and 8 Months','31 Years and 9 Months','31 Years and 11 Months','32 Years and 1 Months','17 Years and 0 Months','12 Years and 7 Months','13 Years and 0 Months','27 Years and 10 Months','11 Years and 6 Months','11 Years and 7 Months','11 Years and 8 Months','11 Years and 10 Months','24 Years and 11 Months','25 Years and 2 Months','25 Years and 3 Months','17 Years and 9 Months','17 Years and 11 Months','10 Years and 7 Months','31 Years and 3 Months','31 Years and 4 Months','31 Years and 5 Months','31 Years and 1 Months','17 Years and 8 Months','13 Years and 3 Months','13 Years and 6 Months','5 Years and 5 Months','5 Years and 8 Months','2 Years and 11 Months','3 Years and 1 Months','3 Years and 4 Months','3 Years and 5 Months','3 Years and 6 Months','24 Years and 5 Months','24 Years and 6 Months','16 Years and 4 Months','16 Years and 8 Months','23 Years and 4 Months','23 Years and 5 Months','8 Years and 5 Months','8 Years and 8 Months','4 Years and 5 Months','4 Years and 6 Months','4 Years and 8 Months','4 Years and 9 Months','32 Years and 9 Months','33 Years and 2 Months','33 Years and 3 Months','30 Years and 2 Months','25 Years and 11 Months','33 Years and 0 Months','26 Years and 3 Months','26 Years and 4 Months','18 Years and 0 Months','18 Years and 1 Months','28 Years and 3 Months','28 Years and 4 Months','28 Years and 6 Months','28 Years and 8 Months','29 Years and 2 Months','29 Years and 3 Months','29 Years and 5 Months','20 Years and 1 Months','20 Years and 3 Months','20 Years and 4 Months','20 Years and 5 Months','20 Years and 7 Months','28 Years and 7 Months','28 Years and 9 Months','28 Years and 11 Months','29 Years and 0 Months','13 Years and 9 Months','1 Years and 4 Months','1 Years and 10 Months','1 Years and 11 Months','33 Years and 1 Months','28 Years and 10 Months','5 Years and 4 Months','31 Years and 10 Months','32 Years and 8 Months','8 Years and 11 Months','24 Years and 4 Months','24 Years and 10 Months','22 Years and 5 Months','22 Years and 6 Months','22 Years and 9 Months','22 Years and 10 Months','22 Years and 11 Months','16 Years and 5 Months','16 Years and 6 Months','23 Years and 3 Months','21 Years and 11 Months','22 Years and 2 Months','20 Years and 2 Months','20 Years and 8 Months','20 Years and 9 Months','15 Years and 4 Months','15 Years and 5 Months','15 Years and 6 Months','15 Years and 8 Months','15 Years and 9 Months','15 Years and 10 Months','12 Years and 9 Months','4 Years and 10 Months','5 Years and 1 Months','26 Years and 5 Months','15 Years and 7 Months','22 Years and 7 Months','27 Years and 9 Months','28 Years and 0 Months','28 Years and 2 Months','5 Years and 7 Months','16 Years and 7 Months','12 Years and 0 Months','12 Years and 2 Months','12 Years and 4 Months','27 Years and 11 Months','31 Years and 7 Months','21 Years and 2 Months','21 Years and 4 Months','23 Years and 2 Months','13 Years and 4 Months','16 Years and 2 Months','29 Years and 1 Months','14 Years and 9 Months','14 Years and 10 Months','14 Years and 11 Months','15 Years and 0 Months','16 Years and 1 Months','23 Years and 1 Months','25 Years and 4 Months','25 Years and 6 Months','18 Years and 10 Months','19 Years and 2 Months','8 Years and 1 Months','8 Years and 3 Months','8 Years and 7 Months','9 Years and 5 Months','9 Years and 6 Months','5 Years and 11 Months','6 Years and 1 Months','18 Years and 11 Months','19 Years and 0 Months','5 Years and 6 Months','5 Years and 9 Months','5 Years and 10 Months','15 Years and 3 Months','7 Years and 9 Months','28 Years and 1 Months','33 Years and 5 Months','6 Years and 11 Months','7 Years and 1 Months','7 Years and 2 Months','7 Years and 5 Months','23 Years and 7 Months','23 Years and 9 Months','21 Years and 7 Months','22 Years and 0 Months','22 Years and 3 Months','10 Years and 8 Months','10 Years and 9 Months','11 Years and 9 Months','11 Years and 11 Months','21 Years and 10 Months','31 Years and 6 Months','32 Years and 0 Months','20 Years and 11 Months','30 Years and 5 Months','30 Years and 6 Months','29 Years and 11 Months','9 Years and 10 Months','10 Years and 0 Months','10 Years and 1 Months','14 Years and 0 Months','14 Years and 3 Months','14 Years and 4 Months','22 Years and 4 Months','22 Years and 8 Months','6 Years and 0 Months','23 Years and 8 Months','23 Years and 10 Months','23 Years and 11 Months','24 Years and 0 Months','15 Years and 11 Months','9 Years and 7 Months','9 Years and 8 Months','9 Years and 9 Months','25 Years and 0 Months','10 Years and 10 Months','11 Years and 1 Months','7 Years and 8 Months','7 Years and 10 Months','19 Years and 11 Months','27 Years and 6 Months','23 Years and 6 Months','13 Years and 10 Months','12 Years and 6 Months','25 Years and 1 Months','29 Years and 10 Months','30 Years and 0 Months','10 Years and 5 Months','10 Years and 6 Months','10 Years and 11 Months','30 Years and 1 Months','11 Years and 2 Months','10 Years and 3 Months','7 Years and 3 Months','7 Years and 6 Months','9 Years and 11 Months','16 Years and 0 Months','19 Years and 1 Months','1 Years and 9 Months','6 Years and 2 Months','6 Years and 3 Months','6 Years and 4 Months','20 Years and 6 Months','32 Years and 7 Months','20 Years and 10 Months','23 Years and 0 Months','3 Years and 3 Months','3 Years and 7 Months','3 Years and 9 Months','3 Years and 10 Months','19 Years and 10 Months','12 Years and 1 Months','12 Years and 3 Months','29 Years and 7 Months','16 Years and 3 Months','7 Years and 4 Months','7 Years and 7 Months','14 Years and 7 Months','12 Years and 11 Months','24 Years and 2 Months','13 Years and 11 Months','4 Years and 7 Months','4 Years and 11 Months','6 Years and 10 Months','6 Years and 9 Months','3 Years and 11 Months','4 Years and 1 Months','4 Years and 2 Months','4 Years and 4 Months','1 Years and 3 Months','14 Years and 6 Months','32 Years and 4 Months','11 Years and 3 Months','2 Years and 4 Months','16 Years and 9 Months','2 Years and 1 Months','8 Years and 6 Months','5 Years and 2 Months','1 Years and 7 Months','21 Years and 1 Months','14 Years and 5 Months','0 Years and 7 Months','1 Years and 2 Months','24 Years and 1 Months','14 Years and 2 Months','3 Years and 8 Months','4 Years and 0 Months','0 Years and 8 Months','1 Years and 0 Months','33 Years and 6 Months','1 Years and 1 Months','2 Years and 2 Months','2 Years and 3 Months','0 Years and 4 Months','2 Years and 7 Months','15 Years and 1 Months','2 Years and 8 Months','2 Years and 9 Months','2 Years and 10 Months','3 Years and 0 Months','3 Years and 2 Months','2 Years and 0 Months','5 Years and 3 Months','2 Years and 5 Months','4 Years and 3 Months','0 Years and 11 Months','5 Years and 0 Months','0 Years and 2 Months','0 Years and 3 Months','33 Years and 7 Months','33 Years and 8 Months','2 Years and 6 Months'}
@attribute Payment_of_Min_Amount {No,NM,Yes}
@attribute Monthly_Balance numeric
@attribute Credit_Score {Good,Standard,Poor}

@data
44,Accountant,19795.89,1203.188188,3,1,11,582.75,'27 Years and 2 Months',Yes,312.799199,Good
21,Engineer,15652.99,1318.415833,5,1,5,37.63,'30 Years and 1 Months',No,297.189452,Good
21,Engineer,15652.99,1318.415833,5,1,8,37.63,'30 Years and 2 Months',No,346.272668,Good
21,Engineer,15652.99,1318.415833,5,1,5,37.63,'30 Years and 3 Months',No,247.046991,Good
22,Engineer,15652.99,1318.415833,5,1,8,37.63,NA,No,306.552294,Good
22,Engineer,15652.99,1318.415833,5,1,5,37.63,'30 Years and 5 Months',No,336.283144,Good
18,Developer,13754.5,1261.208333,3,6,10,39.59,'6 Years and 8 Months',NM,279.425906,Standard
18,Developer,13754.5,1261.208333,3,6,10,39.59,'6 Years and 9 Months',Yes,289.558036,Standard
19,Developer,13754.5,1261.208333,3,6,10,39.59,'6 Years and 11 Months',Yes,287.074392,Good
19,Developer,13754.5,1261.208333,3,6,10,39.59,'7 Years and 1 Months',Yes,210.634749,Standard
25,Developer,116809,9812.083333,1,3,3,1312.44,'18 Years and 4 Months',No,290.977364,Standard
26,Developer,116809,9812.083333,1,3,6,1312.44,'18 Years and 9 Months',No,173.976441,Good
42,Musician,87027.66,7494.305,6,3,6,884.63,'17 Years and 4 Months',No,773.387185,Standard
42,Musician,87027.66,7494.305,6,3,8,884.63,'17 Years and 7 Months',No,745.318461,Poor
42,Musician,87027.66,7494.305,6,3,8,884.63,'17 Years and 9 Months',No,580.658188,Poor
19,Engineer,9592.415,502.367917,4,3,19,754.55,'24 Years and 2 Months',NM,278.939875,Standard
20,Engineer,9592.415,502.367917,4,3,19,754.55,NA,No,287.198096,Poor
20,Engineer,9592.415,502.367917,4,3,19,754.55,'24 Years and 5 Months',No,273.93694,Poor
20,Engineer,9592.415,502.367917,4,3,19,754.55,'24 Years and 6 Months',No,309.394597,Poor
20,Engineer,9592.415,440.04088,4,3,19,754.55,'24 Years and 8 Months',No,286.642318,Standard
34,Musician,62636.07,5099.6725,6,3,12,1050.84,'27 Years and 10 Months',Yes,460.042094,Standard
34,Musician,62636.07,5099.6725,6,3,15,1050.84,'27 Years and 11 Months',Yes,321.831449,Standard
35,Musician,62636.07,5099.6725,6,3,15,1050.84,'28 Years and 1 Months',Yes,349.37384,Standard
35,Musician,62636.07,5099.6725,6,3,15,1050.84,'28 Years and 4 Months',Yes,380.78238,Standard
35,Musician,62636.07,5099.6725,6,3,18,1050.84,'28 Years and 5 Months',NM,587.680889,Standard
32,Engineer,58995.8,4886.316667,6,1,17,974.73,'33 Years and 1 Months',Yes,613.02454,Standard
32,Engineer,58995.8,4886.316667,6,1,19,974.73,'33 Years and 2 Months',Yes,577.509175,Standard
33,Engineer,58995.8,4886.316667,6,1,20,974.73,'33 Years and 5 Months',Yes,648.998836,Standard
37,Architect,65430,5539.5,6,6,13,1380.18,'12 Years and 10 Months',Yes,366.159481,Standard
37,Architect,65430,5539.5,6,6,15,1380.18,'13 Years and 1 Months',Yes,470.717332,Poor
41,Media_Manager,70014.48,6114.54,3,4,12,876.04,'24 Years and 0 Months',NM,539.34363,Standard
42,Media_Manager,70014.48,6114.54,3,4,12,876.04,'24 Years and 2 Months',Yes,538.626715,Good
42,Media_Manager,70014.48,6114.54,3,4,11,876.04,'24 Years and 5 Months',Yes,597.083524,Standard
51,Mechanic,29789.87,2287.489167,3,0,8,777.23,'24 Years and 2 Months',No,451.972742,Standard
51,Mechanic,29789.87,2287.489167,3,0,8,777.23,'24 Years and 4 Months',No,227.600451,Standard
51,Mechanic,29789.87,2287.489167,3,0,8,777.23,'24 Years and 5 Months',No,416.126829,Standard
51,Mechanic,29789.87,2287.489167,3,0,8,777.23,'24 Years and 6 Months',No,281.129092,Standard
48,Manager,16523.745,1516.97875,4,4,6,455.49,NA,No,327.078555,Good
48,Manager,16523.745,1516.97875,4,4,8,455.49,'25 Years and 6 Months',No,272.643042,Good
49,Manager,16523.745,1516.97875,4,4,9,455.49,'25 Years and 7 Months',No,243.400651,Good
49,Manager,16523.745,1516.97875,4,4,8,455.49,'25 Years and 11 Months',No,325.215452,Standard
31,Media_Manager,30979.28,2367.606667,3,7,16,1317.34,'14 Years and 3 Months',Yes,214.525761,Poor
31,Media_Manager,30979.28,2367.606667,3,7,16,1317.34,'14 Years and 5 Months',Yes,175.523424,Poor
31,Media_Manager,3917169,2367.606667,3,7,18,1317.34,'14 Years and 6 Months',Yes,90.186202,Standard
31,Media_Manager,30979.28,2367.606667,3,7,16,1317.34,'14 Years and 8 Months',Yes,244.433471,Poor
21,Manager,105556.38,8962.365,5,0,9,770.97,'16 Years and 11 Months',NM,748.532478,Standard
21,Manager,105556.38,8962.365,5,0,9,770.97,'17 Years and 2 Months',NM,930.102463,Standard
21,Manager,105556.38,8962.365,5,0,9,770.97,'17 Years and 4 Months',Yes,780.459464,Standard
50,Developer,41983.29,3389.6075,3,3,7,1058.68,'24 Years and 9 Months',No,336.406324,Poor
51,Developer,41983.29,3389.6075,3,3,11,1058.68,NA,No,448.964925,Poor
51,Developer,41983.29,3389.6075,3,3,8,1058.68,'25 Years and 0 Months',No,374.681825,Poor
51,Developer,41983.29,3389.6075,3,3,10,1058.68,'25 Years and 1 Months',No,412.171391,Standard
51,Developer,41983.29,3389.6075,3,3,8,1058.68,'25 Years and 2 Months',No,402.345678,Poor
51,Developer,41983.29,3389.6075,3,3,8,1058.68,'25 Years and 3 Months',No,373.926439,Poor
36,Writer,21313.765,1590.147083,3,4,8,730.84,'23 Years and 5 Months',No,257.834845,Standard
37,Writer,21313.765,1590.147083,3,4,8,730.84,'23 Years and 9 Months',No,268.558258,Good
37,Writer,21313.765,1590.147083,3,4,8,730.84,'23 Years and 10 Months',No,275.186629,Good
37,Writer,21313.765,1590.147083,3,4,6,730.84,'24 Years and 0 Months',No,219.373657,Standard
36,Entrepreneur,73376.94,5961.745,5,3,0,493.15,'22 Years and 7 Months',No,178.681532,Poor
37,Entrepreneur,73376.94,5961.745,5,3,0,493.15,'23 Years and 0 Months',No,384.832668,Poor
39,Developer,20226.28,1617.523333,6,2,9,767.58,'8 Years and 10 Months',NM,252.504163,Standard
39,Developer,20226.28,1617.523333,6,2,9,767.58,NA,Yes,230.250849,Standard
39,Developer,20226.28,1617.523333,6,2,8,767.58,'9 Years and 0 Months',Yes,326.657513,Standard
39,Developer,20226.28,1617.523333,6,2,9,767.58,'9 Years and 1 Months',Yes,255.486169,Standard
39,Developer,20226.28,1617.523333,6,2,9,767.58,'9 Years and 3 Months',Yes,308.079136,Standard
22,Manager,39992.36,3303.696667,3,7,11,701.68,'9 Years and 8 Months',Yes,389.905714,Standard
22,Manager,39992.36,3303.696667,3,7,11,701.68,'9 Years and 11 Months',Yes,370.574115,Standard
22,Manager,39992.36,3127.545443,3,7,10,701.68,'10 Years and 1 Months',NM,172.551972,Good
28,Entrepreneur,63030.88,5532.573333,7,6,11,1767.61,'14 Years and 4 Months',Yes,452.785496,Poor
28,Entrepreneur,63030.88,5532.573333,7,6,11,1767.61,'14 Years and 6 Months',Yes,299.380375,Poor
29,Entrepreneur,17640292,5532.573333,7,6,11,1767.61,NA,Yes,357.875558,Standard
19,Scientist,54695.22,4754.935,8,7,16,2667.13,'16 Years and 9 Months',Yes,328.054346,Poor
20,Scientist,54695.22,4754.935,8,7,16,2667.13,'16 Years and 11 Months',Yes,339.558149,Poor
20,Scientist,54695.22,4754.935,8,7,16,2667.13,'17 Years and 0 Months',Yes,468.297969,Poor
27,Engineer,41415.52,3573.293333,5,5,16,2186.2,'19 Years and 3 Months',Yes,129.482934,Poor
27,Engineer,41415.52,3573.293333,5,5,15,2186.2,'19 Years and 4 Months',Yes,238.675507,Poor
27,Engineer,41415.52,3573.293333,5,5,17,2186.2,'19 Years and 5 Months',Yes,412.522276,Poor
28,Engineer,41415.52,3573.293333,5,5,20,2186.2,NA,Yes,377.499618,Poor
25,Writer,23393201,458.67125,9,3,19,1991.85,'6 Years and 7 Months',NM,263.229047,Poor
25,Writer,7304.055,425.550179,9,3,19,1991.85,'7 Years and 0 Months',Yes,265.294997,Poor
31,Journalist,36779.34,2847.945,5,3,16,1215.19,'9 Years and 9 Months',Yes,288.04151,Standard
31,Journalist,36779.34,2847.945,5,3,18,1215.19,'9 Years and 10 Months',Yes,325.607356,Standard
31,Journalist,36779.34,2847.945,5,3,16,1215.19,'9 Years and 11 Months',Yes,306.506294,Standard
31,Journalist,36779.34,2847.945,5,3,16,1215.19,'10 Years and 0 Months',NM,400.935563,Standard
31,Journalist,36779.34,2847.945,5,3,14,1215.19,'10 Years and 1 Months',Yes,353.295347,Standard
31,Journalist,36779.34,2847.945,5,3,16,1215.19,'10 Years and 3 Months',Yes,396.228493,Standard
31,Journalist,36779.34,2847.945,5,3,14,1215.19,'10 Years and 4 Months',NM,332.665963,Standard
29,Architect,30404.4,2804.7,8,6,19,1672.39,'9 Years and 8 Months',Yes,319.544448,Poor
25,Journalist,60185.82,4762.485,5,6,10,1089,'6 Years and 11 Months',Yes,465.487752,Standard
25,Journalist,60185.82,4762.485,5,6,13,1089,'7 Years and 0 Months',Yes,395.712928,Standard
25,Journalist,60185.82,4762.485,5,6,10,1089,'7 Years and 1 Months',NM,432.792764,Standard
25,Journalist,60185.82,4762.485,5,6,10,1089,'7 Years and 2 Months',NM,276.994816,Standard
26,Journalist,60185.82,4762.485,5,6,8,1089,'7 Years and 4 Months',Yes,253.433628,Standard
31,Lawyer,90411.9,7394.325,3,1,12,472.21,'29 Years and 9 Months',Yes,716.169422,Standard
31,Lawyer,90411.9,7394.325,3,1,11,472.21,'29 Years and 10 Months',Yes,747.153101,Standard
31,Lawyer,90411.9,7394.325,3,1,11,472.21,NA,Yes,842.11189,Standard
31,Lawyer,90411.9,7394.325,3,1,11,472.21,'30 Years and 0 Months',Yes,548.836938,Standard
31,Lawyer,90411.9,7394.325,3,1,8,472.21,'30 Years and 3 Months',NM,470.831891,Standard
31,Lawyer,90411.9,7394.325,3,1,11,472.21,'30 Years and 4 Months',Yes,330.704322,Standard
48,Engineer,77480.73,6325.7275,6,2,20,1311.24,'28 Years and 9 Months',No,608.085911,Good
48,Engineer,77480.73,6325.7275,6,2,20,1311.24,'28 Years and 10 Months',No,461.846843,Good
48,Engineer,77480.73,6325.7275,6,2,20,1311.24,NA,No,638.37476,Good
48,Engineer,77480.73,6325.7275,6,2,17,1311.24,'29 Years and 1 Months',NM,663.219795,Good
48,Engineer,77480.73,6325.7275,6,2,20,1311.24,'29 Years and 2 Months',No,536.538742,Good
48,Engineer,77480.73,6325.7275,6,2,19,1311.24,'29 Years and 3 Months',No,617.594502,Standard
18,Developer,76300.92,6416.41,7,5,14,275.51,'17 Years and 7 Months',NM,230.987971,Standard
18,Developer,76300.92,6416.41,6,5,17,275.51,'17 Years and 9 Months',Yes,518.959528,Standard
19,Developer,76300.92,6416.41,6,5,17,275.51,'17 Years and 10 Months',Yes,302.560273,Standard
19,Developer,76300.92,6416.41,6,5,17,275.51,'17 Years and 11 Months',Yes,4.469998,Standard
19,Developer,76300.92,6416.41,6,5,17,275.51,'18 Years and 1 Months',Yes,460.957162,Standard
19,Developer,76300.92,6416.41,6,5,17,275.51,'18 Years and 2 Months',Yes,534.28146,Standard
23,Musician,91570.71,7846.8925,7,3,12,448.59,'11 Years and 10 Months',Yes,566.350203,Standard
23,Musician,91570.71,7846.8925,7,3,13,448.59,'12 Years and 0 Months',Yes,679.718466,Standard
23,Musician,91570.71,7846.8925,7,3,10,448.59,'12 Years and 2 Months',NM,291.180015,Standard
23,Musician,91570.71,7846.8925,7,3,10,448.59,'12 Years and 3 Months',Yes,776.63264,Standard
30,Media_Manager,44120.8,3468.733333,3,3,0,15.47,'27 Years and 4 Months',No,313.227631,Good
30,Media_Manager,44120.8,3468.733333,3,3,0,15.47,'27 Years and 5 Months',No,228.924925,Good
30,Media_Manager,44120.8,3468.733333,3,3,0,15.47,'27 Years and 6 Months',No,413.604161,Good
30,Media_Manager,44120.8,3468.733333,3,3,3,15.47,NA,NM,407.491081,Standard
30,Media_Manager,44120.8,3468.733333,3,3,3,15.47,'27 Years and 9 Months',No,256.970724,Standard
30,Media_Manager,44120.8,3468.733333,3,3,0,15.47,'27 Years and 11 Months',No,438.210594,Standard
42,Journalist,71695.68,5734.64,6,2,10,529.91,'24 Years and 1 Months',Yes,679.944182,Standard
42,Journalist,71695.68,5734.64,6,2,8,529.91,'24 Years and 2 Months',Yes,642.516889,Standard
42,Journalist,71695.68,5734.64,6,2,9,529.91,'24 Years and 3 Months',Yes,299.999241,Standard
42,Journalist,71695.68,5734.64,6,2,9,529.91,NA,Yes,497.75385,Standard
20,Accountant,18438.875,1465.572917,4,1,11,435.96,NA,No,287.763978,Poor
20,Accountant,18438.875,1465.572917,4,1,14,435.96,'31 Years and 6 Months',No,344.659936,Poor
20,Accountant,18438.875,1465.572917,4,1,8,435.96,'31 Years and 7 Months',No,250.888672,Poor
24,Architect,66681.8,5278.816667,1,0,12,679.2,'25 Years and 4 Months',No,633.602624,Good
24,Architect,66681.8,5278.816667,1,0,12,679.2,'25 Years and 7 Months',No,290.465082,Good
24,Architect,66681.8,5278.816667,1,0,12,679.2,NA,No,137.613157,Good
25,Architect,66681.8,5278.816667,1,0,12,679.2,'25 Years and 10 Months',No,532.930962,Standard
25,Architect,66681.8,5278.816667,1,0,12,679.2,'25 Years and 11 Months',No,700.251194,Standard
31,Entrepreneur,20341.87,1505.155833,9,7,18,4006.34,'7 Years and 11 Months',Yes,240.600782,Standard
32,Entrepreneur,20341.87,1505.155833,9,7,18,4006.34,'8 Years and 1 Months',Yes,301.129576,Standard
32,Entrepreneur,10846098,1505.155833,9,7,18,4006.34,'8 Years and 3 Months',Yes,216.206324,Standard
52,Musician,87636.03,7265.0025,1,2,5,202.96,'29 Years and 10 Months',No,781.477479,Good
52,Musician,87636.03,7265.0025,1,2,5,202.96,'29 Years and 11 Months',NM,414.814023,Good
52,Musician,87636.03,7265.0025,1,2,5,202.96,'30 Years and 0 Months',No,711.675735,Good
52,Musician,87636.03,7265.0025,1,2,5,202.96,'30 Years and 2 Months',No,685.38393,Good
52,Musician,87636.03,6291.992443,1,2,5,202.96,'30 Years and 4 Months',No,165.8442,Good
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
20,Engineer,61600.83,5313.4025,7,3,14,2062.09,'19 Years and 1 Months',Yes,107.901171,Standard
20,Engineer,61600.83,5313.4025,7,3,16,2062.09,'19 Years and 2 Months',Yes,581.656897,Standard
20,Engineer,61600.83,5313.4025,7,3,14,2062.09,'19 Years and 4 Months',Yes,115.038206,Standard
29,Architect,35844.66,2743.055,6,4,9,62.16,NA,Yes,366.100425,Standard
30,Architect,35844.66,2743.055,6,4,9,62.16,'17 Years and 11 Months',Yes,384.30095,Standard
43,Entrepreneur,16069.44,1311.12,4,2,11,2550.25,'18 Years and 1 Months',NM,291.153265,Poor
43,Entrepreneur,16069.44,1311.12,4,2,10,2550.25,NA,Yes,345.861178,Poor
43,Entrepreneur,16069.44,1311.12,4,2,9,2550.25,'18 Years and 7 Months',Yes,310.475769,Standard
43,Entrepreneur,16069.44,1311.12,4,2,12,2550.25,'18 Years and 8 Months',Yes,328.795003,Standard
28,Musician,21414.43,1963.535833,2,3,2,39.47,'25 Years and 7 Months',No,334.360947,Good
28,Musician,21414.43,1963.535833,2,3,3,39.47,'25 Years and 10 Months',No,365.957949,Standard
28,Musician,21414.43,1963.535833,2,3,1,39.47,'26 Years and 0 Months',No,392.443042,Standard
36,Manager,94934.94,8039.245,5,4,11,975.21,'22 Years and 9 Months',No,603.380526,Standard
36,Manager,94934.94,8039.245,5,4,11,975.21,'22 Years and 10 Months',No,597.244614,Standard
36,Manager,94934.94,8039.245,5,4,12,975.21,'23 Years and 1 Months',No,242.227609,Standard
36,Manager,94934.94,8039.245,5,4,12,975.21,'23 Years and 2 Months',No,98.587992,Standard
36,Manager,94934.94,8039.245,5,4,9,975.21,NA,No,494.535867,Standard
36,Manager,94934.94,8039.245,5,4,11,975.21,'23 Years and 4 Months',No,306.38452,Standard
19,Entrepreneur,103755.87,8577.3225,4,7,15,1013.57,'8 Years and 10 Months',Yes,439.033929,Standard
19,Entrepreneur,103755.87,8577.3225,4,7,15,1013.57,'8 Years and 11 Months',Yes,112.12328,Standard
19,Entrepreneur,103755.87,8577.3225,4,7,15,1013.57,'9 Years and 1 Months',Yes,346.788354,Standard
25,Entrepreneur,16819.98,1680.665,7,5,18,3048.28,NA,Yes,357.522701,Poor
25,Entrepreneur,16819.98,1680.665,7,5,15,3048.28,'5 Years and 1 Months',Yes,327.561642,Poor
25,Entrepreneur,16819.98,1680.665,7,5,18,3048.28,'5 Years and 2 Months',Yes,347.244802,Poor
25,Entrepreneur,16819.98,1680.665,7,5,18,3048.28,'5 Years and 3 Months',Yes,326.5261,Standard
26,Entrepreneur,16819.98,1680.665,7,5,18,3048.28,'5 Years and 5 Months',Yes,302.642174,Poor
18,Entrepreneur,57588.9,5098.075,4,3,17,288.34,'32 Years and 2 Months',No,340.580011,Standard
18,Entrepreneur,57588.9,5098.075,4,3,16,288.34,'32 Years and 5 Months',NM,408.079251,Standard
18,Entrepreneur,57588.9,5098.075,4,3,17,288.34,'32 Years and 6 Months',No,525.317432,Standard
18,Entrepreneur,57588.9,5098.075,4,3,17,288.34,'32 Years and 7 Months',No,475.629188,Standard
24,Media_Manager,61695.68,5230.306667,4,3,4,654.6,'33 Years and 2 Months',No,531.839391,Standard
24,Media_Manager,61695.68,5230.306667,4,3,1,654.6,'33 Years and 3 Months',NM,450.466539,Standard
24,Media_Manager,61695.68,5230.306667,4,3,1,654.6,'33 Years and 4 Months',No,205.988012,Standard
24,Media_Manager,61695.68,5230.306667,4,3,1,654.6,'33 Years and 5 Months',No,528.181351,Standard
33,Doctor,137714.36,11609.19667,4,4,9,1354.15,'22 Years and 2 Months',No,137.428956,Good
33,Doctor,137714.36,11609.19667,4,4,9,1354.15,'22 Years and 4 Months',No,3.851841,Good
33,Doctor,137714.36,11609.19667,4,4,9,1354.15,NA,No,363.320633,Good
33,Doctor,137714.36,11609.19667,4,4,7,1354.15,'22 Years and 7 Months',No,732.152686,Good
