Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Credit_Card,Num_of_Loan,Num_of_Delayed_Payment,Outstanding_Debt,Credit_History_Age,Payment_of_Min_Amount,Monthly_Balance,Credit_Score
54,Scientist,20186.02,1684.168333,5,2,6,413.32,18 Years and 4 Months,NM,336.2631075,Standard
55,Scientist,20186.02,1684.168333,5,2,3,413.32,18 Years and 5 Months,No,362.591773,Good
55,Scientist,20186.02,1684.168333,5,2,7,413.32,18 Years and 7 Months,No,270.0790921,Standard
55,Scientist,586359,1684.168333,5,2,7,413.32,18 Years and 8 Months,No,319.9255247,Good
55,Scientist,20186.02,1684.168333,5,2,6,413.32,18 Years and 9 Months,No,307.1168234,Standard
55,Scientist,20186.02,1684.168333,5,2,6,413.32,NA,No,265.3434532,Standard
44,Musician,18627.64,1387.303333,7,6,18,1793.54,19 Years and 4 Months,Yes,264.7866558,Poor
21,Engineer,12986.745,959.22875,3,2,17,1489.49,8 Years and 9 Months,Yes,315.0105713,Standard
21,Engineer,12986.745,959.22875,3,2,20,1489.49,8 Years and 10 Months,Yes,311.9368943,Standard
22,Engineer,12986.745,959.22875,3,2,18,1489.49,9 Years and 0 Months,Yes,296.8570613,Standard
22,Engineer,12986.745,959.22875,3,2,20,1489.49,9 Years and 2 Months,Yes,322.4539844,Standard
22,Engineer,12986.745,959.22875,3,2,17,1489.49,9 Years and 3 Months,Yes,277.374093,Standard
43,Writer,58317,4664.75,5,6,17,98.97,13 Years and 1 Months,Yes,467.088851,Standard
43,Writer,58317,4664.75,5,6,20,98.97,13 Years and 2 Months,Yes,483.2773924,Standard
44,Writer,58317,4664.75,5,6,20,98.97,13 Years and 5 Months,Yes,415.7472272,Standard
44,Writer,58317,4664.75,5,6,20,98.97,13 Years and 7 Months,Yes,215.9920996,Standard
36,Scientist,42171.98,3764.331667,7,3,8,556.91,21 Years and 6 Months,No,426.6872521,Standard
37,Scientist,42171.98,3764.331667,7,3,10,556.91,21 Years and 9 Months,No,373.3570666,Good
37,Scientist,42171.98,3764.331667,7,3,10,556.91,NA,No,431.0904514,Good
36,Manager,71681.4,5799.45,6,1,6,1293.02,25 Years and 8 Months,Yes,638.6903434,Standard
36,Manager,71681.4,5799.45,6,1,10,1293.02,25 Years and 9 Months,Yes,562.7017641,Standard
36,Manager,71681.4,5799.45,6,1,8,1293.02,25 Years and 10 Months,Yes,645.131344,Good
36,Manager,71681.4,5799.45,6,1,6,1293.02,26 Years and 0 Months,Yes,391.1249366,Good
36,Manager,71681.4,5799.45,6,1,10,1293.02,26 Years and 1 Months,Yes,642.6718243,Good
36,Manager,71681.4,5799.45,6,1,8,1293.02,26 Years and 2 Months,NM,510.20959,Good
20,Engineer,72559.36,6284.613333,5,4,19,1173.7,28 Years and 5 Months,No,580.1252964,Standard
36,Musician,15566.02,1423.168333,5,4,20,1693.95,7 Years and 11 Months,Yes,219.6253336,Poor
37,Musician,15566.02,1423.168333,5,4,19,1693.95,8 Years and 0 Months,Yes,302.6696409,Poor
37,Musician,15566.02,1423.168333,5,4,20,1693.95,8 Years and 2 Months,Yes,200.3802,Poor
37,Musician,15566.02,1423.168333,5,4,17,1693.95,8 Years and 4 Months,Yes,308.7618936,Poor
18,Developer,66567.32,5800.276667,7,2,15,233.79,24 Years and 3 Months,No,518.1908835,Standard
19,Developer,66567.32,5800.276667,7,2,15,233.79,24 Years and 7 Months,No,580.3130008,Standard
19,Developer,66567.32,5800.276667,7,2,15,233.79,24 Years and 8 Months,No,663.0604358,Standard
19,Developer,66567.32,5800.276667,7,2,15,233.79,24 Years and 9 Months,No,663.1499475,Standard
19,Developer,66567.32,5800.276667,7,2,14,233.79,NA,NM,636.9940772,Standard
32,Media_Manager,12909.895,853.8245833,5,0,14,602.5,17 Years and 1 Months,No,334.9357777,Standard
32,Media_Manager,12909.895,853.8245833,5,0,14,602.5,17 Years and 2 Months,No,308.2207384,Standard
33,Media_Manager,12909.895,853.8245833,5,0,14,602.5,17 Years and 3 Months,No,261.1825069,Standard
33,Media_Manager,12909.895,853.8245833,5,0,14,602.5,17 Years and 6 Months,No,334.3696317,Standard
33,Accountant,30788.44,2623.703333,9,6,20,3470.08,1 Years and 5 Months,Yes,340.5237241,Standard
33,Accountant,30788.44,2623.703333,9,6,20,3470.08,1 Years and 6 Months,NM,331.9086578,Standard
33,Accountant,30788.44,2623.703333,9,6,20,3470.08,1 Years and 8 Months,Yes,327.7490915,Standard
33,Accountant,30788.44,2623.703333,9,6,20,3470.08,NA,Yes,195.3049632,Standard
42,Architect,20574.47,1740.539167,3,4,10,749.95,11 Years and 0 Months,Yes,309.7407407,Standard
42,Architect,20574.47,1740.539167,3,4,10,749.95,11 Years and 4 Months,Yes,222.3331814,Standard
42,Architect,20574.47,1740.539167,3,4,7,749.95,11 Years and 5 Months,Yes,275.4314586,Standard
21,Lawyer,148699.32,12432.61,4,3,8,949.38,30 Years and 7 Months,No,822.1939947,Good
22,Lawyer,148699.32,12432.61,4,3,6,949.38,30 Years and 10 Months,No,558.8839898,Good
22,Lawyer,148699.32,12432.61,4,3,3,949.38,30 Years and 11 Months,No,853.5473978,Good
22,Lawyer,148699.32,12432.61,4,3,6,949.38,31 Years and 0 Months,No,277.2301534,Good
19,Musician,85554.03,7185.5025,2,0,7,1095.73,19 Years and 7 Months,No,795.5546638,Good
19,Musician,85554.03,7185.5025,2,0,7,1095.73,19 Years and 9 Months,No,840.0253761,Good
19,Musician,85554.03,7185.5025,2,0,7,1095.73,20 Years and 0 Months,No,523.1224763,Good
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
30,Teacher,87215.68,7489.973333,6,2,5,680.77,21 Years and 0 Months,No,117.9409555,Good
30,Teacher,87215.68,7489.973333,6,2,8,680.77,21 Years and 3 Months,NM,573.1125062,Good
43,Lawyer,81842.28,6810.19,9,9,16,3053.16,0 Years and 5 Months,Yes,204.2194359,Standard
43,Lawyer,81842.28,6810.19,9,9,19,3053.16,0 Years and 6 Months,Yes,174.4800873,Standard
43,Lawyer,81842.28,6810.19,9,9,19,3053.16,0 Years and 9 Months,Yes,181.8797463,Standard
43,Lawyer,81842.28,6810.19,9,9,19,3053.16,0 Years and 10 Months,Yes,185.0505808,Standard
38,Doctor,95956.5,8279.375,4,2,10,1079.73,31 Years and 8 Months,NM,717.1043479,Standard
38,Doctor,95956.5,8279.375,4,2,10,1079.73,31 Years and 9 Months,NM,635.0574631,Standard
38,Doctor,95956.5,8279.375,4,2,13,1079.73,31 Years and 11 Months,No,474.6136991,Standard
38,Doctor,95956.5,8279.375,4,2,10,1079.73,32 Years and 1 Months,NM,234.8137985,Good
25,Manager,49967.01,4091.9175,6,6,11,2253.95,16 Years and 10 Months,Yes,426.256443,Poor
26,Manager,49967.01,4091.9175,6,6,11,2253.95,17 Years and 0 Months,Yes,422.9099783,Poor
26,Manager,49967.01,4091.9175,6,6,11,2253.95,17 Years and 1 Months,Yes,160.019922,Poor
26,Manager,49967.01,4091.9175,5,6,14,2253.95,17 Years and 3 Months,Yes,436.3089192,Poor
26,Manager,49967.01,4091.9175,5,6,10,2253.95,17 Years and 4 Months,Yes,443.6930222,Poor
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
43,Developer,14129.76,1012.48,5,8,17,4071.62,12 Years and 7 Months,Yes,185.0894247,Poor
44,Developer,14129.76,1012.48,5,8,18,4071.62,12 Years and 8 Months,NM,268.2488022,Poor
44,Developer,14129.76,1012.48,5,8,18,4071.62,13 Years and 0 Months,Yes,252.2245616,Poor
44,Developer,14129.76,1023.217588,5,8,18,4071.62,13 Years and 2 Months,NM,236.1591157,Poor
42,Developer,123732.32,10416.02667,3,0,8,1154.46,27 Years and 3 Months,No,940.3944828,Good
43,Developer,123732.32,10416.02667,3,0,8,1154.46,27 Years and 5 Months,No,446.8881082,Standard
43,Developer,123732.32,10416.02667,3,0,8,1154.46,27 Years and 10 Months,No,731.7747268,Standard
36,Writer,17251.38,1654.615,3,7,15,2431.64,11 Years and 5 Months,NM,321.5116608,Standard
37,Writer,17251.38,1654.615,3,7,12,2431.64,11 Years and 6 Months,Yes,245.6664338,Standard
37,Writer,17251.38,1654.615,3,7,15,2431.64,11 Years and 7 Months,Yes,228.8076747,Standard
37,Writer,17251.38,1654.615,3,7,15,2431.64,11 Years and 8 Months,Yes,296.199819,Standard
37,Writer,17251.38,1654.615,3,7,15,2431.64,11 Years and 10 Months,Yes,304.8261299,Standard
22,Entrepreneur,36822.29,3132.524167,7,4,19,125.25,NA,No,386.0433278,Standard
22,Entrepreneur,36822.29,3132.524167,7,4,19,125.25,24 Years and 9 Months,No,227.6608993,Standard
23,Entrepreneur,36822.29,3132.524167,7,4,19,125.25,24 Years and 11 Months,No,383.5191644,Good
23,Entrepreneur,36822.29,3132.524167,7,4,20,125.25,25 Years and 2 Months,No,425.9218905,Good
23,Entrepreneur,36822.29,3132.524167,7,4,19,125.25,25 Years and 3 Months,No,245.4682923,Good
25,Doctor,80108.31,6866.6925,3,0,19,997.28,17 Years and 7 Months,Yes,829.6035975,Standard
25,Doctor,80108.31,6866.6925,3,0,16,997.28,17 Years and 9 Months,Yes,407.5699589,Standard
25,Doctor,80108.31,6866.6925,3,0,19,997.28,17 Years and 11 Months,Yes,625.2923728,Standard
25,Doctor,80108.31,6866.6925,3,0,19,997.28,18 Years and 2 Months,Yes,808.782961,Standard
20,Scientist,69977.6,5978.466667,7,9,18,3042.36,12 Years and 10 Months,Yes,214.1906424,Standard
20,Scientist,69977.6,5978.466667,7,9,18,3042.36,13 Years and 0 Months,Yes,229.3651659,Poor
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
45,Journalist,41746.76,3651.896667,5,3,18,1936.79,19 Years and 5 Months,Yes,460.1143982,Standard
22,Media_Manager,19981.6,1459.133333,8,7,19,4834.59,10 Years and 7 Months,NM,285.0597256,Standard
19,Lawyer,73737.36,5936.78,3,4,20,1219.39,31 Years and 2 Months,Yes,515.7021318,Standard
19,Lawyer,73737.36,5936.78,3,4,17,1219.39,31 Years and 3 Months,Yes,337.721869,Standard
19,Lawyer,73737.36,5936.78,3,4,17,1219.39,31 Years and 4 Months,Yes,474.9900753,Standard
19,Lawyer,73737.36,5936.78,3,4,20,1219.39,31 Years and 5 Months,Yes,244.8061256,Standard
33,Musician,88362.46,7255.538333,2,3,5,325.93,NA,No,569.0421478,Good
33,Musician,88362.46,7255.538333,2,3,10,325.93,30 Years and 9 Months,No,321.5940155,Good
34,Musician,88362.46,7255.538333,2,3,8,325.93,30 Years and 11 Months,No,480.9882102,Good
34,Musician,88362.46,7255.538333,2,3,6,325.93,31 Years and 1 Months,No,579.7593332,Good
45,Entrepreneur,118248.6,10115.05,1,0,10,191.09,17 Years and 1 Months,NM,1023.886258,Good
45,Entrepreneur,118248.6,10115.05,1,0,10,191.09,17 Years and 2 Months,No,942.7407829,Standard
45,Entrepreneur,118248.6,10115.05,1,0,7,191.09,17 Years and 3 Months,No,755.6052659,Good
45,Entrepreneur,118248.6,10115.05,1,0,7,191.09,17 Years and 4 Months,No,1142.147936,Good
45,Entrepreneur,118248.6,10115.05,1,0,13,191.09,17 Years and 8 Months,NM,687.0398865,Good
26,Scientist,60162.1,5197.508333,7,7,10,1037.45,13 Years and 2 Months,Yes,469.5244602,Standard
26,Scientist,60162.1,5197.508333,7,7,10,1037.45,13 Years and 3 Months,Yes,396.0895664,Standard
26,Scientist,60162.1,5197.508333,7,7,10,1037.45,13 Years and 6 Months,Yes,452.6924335,Standard
26,Scientist,60162.1,5197.508333,7,7,11,1037.45,NA,Yes,118.9769286,Standard
26,Scientist,60162.1,5197.508333,7,7,13,1037.45,13 Years and 8 Months,Yes,451.8138963,Standard
,,,,,,,,,,,
18,Musician,75273.24,6552.77,6,5,10,2497.34,5 Years and 5 Months,Yes,512.3427847,Poor
18,Musician,75273.24,6424.022011,6,5,10,2497.34,5 Years and 8 Months,Yes,609.4784012,Poor
18,Media_Manager,54820.89,4295.4075,7,6,20,4795.13,2 Years and 11 Months,Yes,70.47299093,Standard
18,Media_Manager,54820.89,4295.4075,7,6,17,4795.13,3 Years and 1 Months,Yes,417.8363689,Standard
18,Media_Manager,54820.89,4295.4075,7,6,17,4795.13,3 Years and 4 Months,Yes,260.3700816,Standard
18,Media_Manager,54820.89,4295.4075,7,6,17,4795.13,3 Years and 5 Months,NM,332.9270967,Standard
18,Media_Manager,54820.89,4295.4075,7,6,17,4795.13,3 Years and 6 Months,Yes,391.1806898,Standard
30,Architect,30390.44,2721.536667,6,4,20,580.31,24 Years and 3 Months,No,407.2936282,Standard
30,Architect,30390.44,2721.536667,6,4,18,580.31,24 Years and 5 Months,No,327.4436392,Standard
30,Architect,30390.44,2721.536667,6,4,17,580.31,24 Years and 6 Months,No,396.3910318,Standard
30,Architect,30390.44,2721.536667,6,4,20,580.31,NA,No,369.3704505,Standard
42,Doctor,45207.54,3507.295,8,6,20,2497.48,16 Years and 4 Months,Yes,401.9859972,Poor
43,Doctor,45207.54,3507.295,8,6,20,2497.48,16 Years and 8 Months,Yes,362.7291282,Poor
43,Doctor,45207.54,3507.295,8,6,20,2497.48,16 Years and 11 Months,Yes,159.8904974,Poor
18,Scientist,144546.72,11809.56,3,2,8,1045.11,NA,No,1180.066234,Standard
18,Scientist,144546.72,10653.04311,3,2,7,1045.11,23 Years and 4 Months,No,878.7840309,Good
18,Scientist,144546.72,10653.04311,3,2,5,1045.11,23 Years and 5 Months,No,430.6042859,Good
39,Engineer,30346.35,2651.8625,4,7,9,523.56,8 Years and 5 Months,Yes,125.9788082,Standard
39,Engineer,30346.35,2651.8625,4,7,9,523.56,8 Years and 8 Months,Yes,322.0163948,Standard
39,Engineer,30346.35,2651.8625,4,7,6,523.56,NA,Yes,306.8553697,Standard
39,Engineer,30346.35,2651.8625,4,7,9,523.56,8 Years and 10 Months,Yes,348.836496,Standard
46,Mechanic,18681.465,1584.78875,3,2,8,327.88,30 Years and 9 Months,No,351.5610294,Standard
47,Mechanic,18681.465,1584.78875,3,2,8,327.88,31 Years and 2 Months,No,272.5500187,Good
47,Mechanic,18681.465,1584.78875,3,2,8,327.88,31 Years and 3 Months,No,360.7075734,Good
47,Mechanic,18681.465,1584.78875,3,2,6,327.88,31 Years and 4 Months,No,209.5576971,Good
41,Scientist,9841.34,690.1116667,9,5,16,4984.82,4 Years and 5 Months,Yes,263.003361,Standard
41,Scientist,9841.34,690.1116667,9,5,15,4984.82,4 Years and 6 Months,NM,256.4117078,Standard
42,Scientist,9841.34,690.1116667,9,5,15,4984.82,4 Years and 8 Months,Yes,279.6342996,Standard
42,Scientist,9841.34,690.1116667,9,5,13,4984.82,4 Years and 9 Months,Yes,254.3920292,Standard
35,Media_Manager,72330.98,6300.581667,3,1,6,596.78,32 Years and 9 Months,No,676.9348393,Good
35,Media_Manager,72330.98,6300.581667,3,1,6,596.78,32 Years and 11 Months,No,187.0184248,Good
35,Media_Manager,72330.98,6300.581667,3,1,6,596.78,33 Years and 2 Months,No,691.6532548,Standard
35,Media_Manager,72330.98,6300.581667,3,1,6,596.78,33 Years and 3 Months,No,567.4558542,Good
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
